45.8	154.75
46	177.491
46.2	79.3661
46.4	165.931
46.6	229.474
46.8	161.888
47	215.673
47.2	201.668
47.4	174.716
47.6	132.763
47.8	143.709
48	95.8512
48.2	163.318
48.4	135.511
48.6	161.943
48.8	134.774
49	147.946
49.2	70.4237
49.4	199.168
49.6	193.279
49.8	154.771
50	117.306
50.2	94.0162
50.4	168.9
50.6	208.359
50.8	87.3225
51	136.977
51.2	148.702
51.4	156.224
51.6	209.799
51.8	170.879
52	118.901
52.2	239.036
52.4	116.512
52.6	201.082
52.8	267.328
53	305.578
53.2	179.311
53.4	157.826
53.6	188.592
53.8	123.961
54	279.481
54.2	87.2027
54.4	145.608
54.6	173.21
54.8	194.415
55	118.409
55.2	170.068
55.4	226.918
55.6	172.015
55.8	142.81
56	245.374
56.2	241.832
56.4	106.238
56.6	99.2892
56.8	277.976
57	223.016
57.2	262.676
57.4	330.618
57.6	128.326
57.8	221.617
58	214.357
58.2	249.422
58.4	203.902
58.6	211.792
58.8	215.51
59	180.678
59.2	183.887
59.4	236.396
59.6	235.774
59.8	287.281
60	170.022
60.2	195.36
60.4	208.179
60.6	323.816
60.8	216.48
61	186.676
61.2	238.382
61.4	257.44
61.6	174.174
61.8	211.512
62	231.182
62.2	233.659
62.4	214.588
62.6	232.093
62.8	237.588
63	247.309
63.2	244.851
63.4	278.31
63.6	188.936
63.8	188.138
64	248.127
64.2	177.859
64.4	157.908
64.6	211.955
64.8	209.866
65	286.165
65.2	162.843
65.4	172.315
65.6	200.08
65.8	160.097
66	148.733
66.2	181.419
66.4	232.184
66.6	233.851
66.8	225.566
67	220.963
67.2	259.287
67.4	275.321
67.6	242.012
67.8	194.285
68	214.418
68.2	234.838
68.4	228.31
68.6	247.023
68.8	245.781
69	216.405
69.2	217.569
69.4	215.811
69.6	244.273
69.8	190.4
70	195.938
70.2	189.063
70.4	117.145
70.6	244.875
70.8	268.847
71	261.179
71.2	216.65
71.4	264.09
71.6	251.079
71.8	234.394
72	200.554
72.2	231.717
72.4	295.776
72.6	303.699
72.8	227.212
73	267.676
73.2	276.207
73.4	184.838
73.6	304.061
73.8	270.557
74	267.907
74.2	350.002
74.4	214.611
74.6	303.973
74.8	310.231
75	263.698
75.2	311.07
75.4	310.885
75.6	199.376
75.8	252.279
76	204.502
76.2	218.1
76.4	315.431
76.6	219.439
76.8	296.598
77	132.008
77.2	358.208
77.4	240.236
77.6	235.763
77.8	286.779
78	196.604
78.2	295.148
78.4	190.579
78.6	413.087
78.8	342.833
79	269.329
79.2	214.438
79.4	218.822
79.6	317.481
79.8	311.716
80	264.649
80.2	333.436
80.4	285.696
80.6	209.779
80.8	180.556
81	243.592
81.2	229.762
81.4	327.811
81.6	114.976
81.8	360.295
82	212.841
82.2	257.862
82.4	216.447
82.6	216.8
82.8	265.661
83	187.962
83.2	340.105
83.4	325.218
83.6	313.888
83.8	230.323
84	319.686
84.2	203.322
84.4	283.34
84.6	357.303
84.8	202.648
85	259.082
85.2	207.522
85.4	351.024
85.6	309.591
85.8	286.086
86	332.859
86.2	294.773
86.4	207.88
86.6	232.427
86.8	251.928
87	329.11
87.2	234.599
87.4	309.583
87.6	273.012
87.8	308.089
88	257.533
88.2	360.708
88.4	284.966
88.6	258.4
88.8	236.186
89	375.256
89.2	324.552
89.4	243.386
89.6	371.136
89.8	366.87
90	309.48
90.2	252.755
90.4	315.037
90.6	327.362
90.8	250.515
91	318.292
91.2	341.427
91.4	427.824
91.6	381.63
91.8	339.078
92	346.591
92.2	291.477
92.4	223.669
92.6	285.299
92.8	247.961
93	344.667
93.2	280
93.4	277.692
93.6	330.663
93.8	340.73
94	229.717
94.2	307.592
94.4	380.323
94.6	275.403
94.8	297.994
95	227.681
95.2	292.881
95.4	368.025
95.6	292.19
95.8	283.074
96	344.655
96.2	331.006
96.4	288.557
96.6	329.574
96.8	390.932
97	330.459
97.2	332.713
97.4	268.126
97.6	261.078
97.8	288.386
98	371.385
98.2	300.893
98.4	284.851
98.6	353.04
98.8	307.301
99	310.854
99.2	284.738
99.4	318.16
99.6	353.44
99.8	252.56
